catalog_id,catalog_name,catalog_url,catalog_purpose,catalog_specialty,catalog_disease,match_name
10236,Respiratory Score for Asthma/none,https://www.mdcalc.com/calc/10236/respiratory-score-asthma-liu-et-al,Diagnosis,"Allergy and Immunology, Critical Care (Pediatric), Emergency Medicine, Pediatrics, Pulmonology",Asthma,respiratory score for asthma
10431,Resuscitation Using ECPR During In-Hospital Cardiac Arrest (RESCUE-IHCA)/none,https://www.mdcalc.com/calc/10431/resuscitation-using-ecpr-during-hospital-cardiac-arrest-rescue-ihca,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Pulmonology, Surgery (Cardiothoracic)",Heart Failure,resuscitation using ecpr during in hospital cardiac arrest rescue ihca
10071,REVEAL Registry Risk Score 2.0 for Pulmonary Arterial Hypertension (PAH),https://www.mdcalc.com/calc/10071/reveal-registry-risk-score-pulmonary-arterial-hypertension-pah,Prognosis,"Cardiology, Critical Care, Hospitalist Medicine, Internal Medicine, Pulmonology",Heart Failure,reveal registry risk score 2 0 for pulmonary arterial hypertension pah
10166,Revised Amyotrophic Lateral Sclerosis Functional Rating Scale (ALSFRS-R)/none,https://www.mdcalc.com/calc/10166/revised-amyotrophic-lateral-sclerosis-functional-rating-scale-alsfrs-r,Diagnosis,"Hospitalist Medicine, Internal Medicine, Neurology, Neurosurgery","Amyotrophic Lateral Sclerosis, Motor Neuron Disease",revised amyotrophic lateral sclerosis functional rating scale alsfrs r
1739,Revised Cardiac Risk Index for Pre-Operative Risk/none,https://www.mdcalc.com/calc/1739/revised-cardiac-risk-index-pre-operative-risk,Prognosis,"Anesthesiology, Cardiology, Family Practice, Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care, Surgery (General)",Acute Coronary Syndrome,revised cardiac risk index for pre operative risk
10625,Revised Intensity Battle Score (RIBS)/none,https://www.mdcalc.com/calc/10625/revised-intensity-battle-score-ribs,Prognosis,"Critical Care, Emergency Medicine, Hematology and Oncology, Internal Medicine, Surgery (Trauma)",Fracture,revised intensity battle score ribs
3981,Revised International Prognostic Scoring System (IPSS-R) for Myelodysplastic Syndrome (MDS)/none,https://www.mdcalc.com/calc/3981/revised-international-prognostic-scoring-system-ipss-r-myelodysplastic-syndrome-mds,Prognosis,Hematology and Oncology,Hematologic Malignancy,revised international prognostic scoring system ipss r for myelodysplastic syndrome mds
2198,Revised McDonald Criteria for Multiple Sclerosis Diagnosis,https://www.mdcalc.com/calc/2198/revised-mcdonald-criteria-multiple-sclerosis-diagnosis,Diagnosis,"Neurology, Radiology",Multiple Sclerosis,revised mcdonald criteria for multiple sclerosis diagnosis
3842,Revised Multiple Myeloma International Staging System (R-ISS)/none,https://www.mdcalc.com/calc/3842/revised-multiple-myeloma-international-staging-system-r-iss,Prognosis,"Hematology and Oncology, Internal Medicine","Cancer, Hematologic Malignancy, Multiple Myeloma",revised multiple myeloma international staging system r iss
3676,Revised Natural History Model for Primary Sclerosing Cholangitis/none,https://www.mdcalc.com/calc/3676/revised-natural-history-model-primary-sclerosing-cholangitis,Prognosis,"Gastroenterology, Hepatology, Hospitalist Medicine, Internal Medicine","Autoimmune Disorders, Cholangitis",revised natural history model for primary sclerosing cholangitis
10483,Revised Opioid Risk Tool (ORT-OUD)/none,https://www.mdcalc.com/calc/10483/revised-opioid-risk-tool-ort-oud,Prognosis,"Anesthesiology, Emergency Medicine, Family Practice, Internal Medicine, Pain Management, Primary Care, Psychiatry, Toxicology",Chronic Pain,revised opioid risk tool ort oud
3111,Revised Original Score for Autoimmune Hepatitis (AIH),https://www.mdcalc.com/calc/3111/revised-original-score-autoimmune-hepatitis-aih,"Diagnosis, Rule Out","Allergy and Immunology, Family Practice, Gastroenterology, Hepatology, Internal Medicine","Autoimmune Disorders, Hepatitis",revised original score for autoimmune hepatitis aih
10008,Revised Schwartz Equation for Glomerular Filtration Rate (GFR) (2009),https://www.mdcalc.com/calc/10008/revised-schwartz-equation-glomerular-filtration-rate-gfr-2009,Formula,"Critical Care (Pediatric), Nephrology, Pediatric Subspecialty, Pediatrics, Pharmacy","Chronic Kidney Disease, Renal Failure",revised schwartz equation for glomerular filtration rate gfr 2009
10475,Revised Tokuhashi Scoring System,https://www.mdcalc.com/calc/10475/revised-tokuhashi-scoring-system,Prognosis,"Critical Care, Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Internal Medicine","Cancer, Spinal Cancer",revised tokuhashi scoring system
683,Revised Trauma Score,https://www.mdcalc.com/calc/683/revised-trauma-score,Prognosis,"Critical Care, Emergency Medicine, Surgery (General), Surgery (Trauma)",Trauma,revised trauma score
2047,Revised Urinary Incontinence Scale (RUIS)/none,https://www.mdcalc.com/calc/2047/revised-urinary-incontinence-scale-ruis,Diagnosis,"Family Practice, Internal Medicine, OB-Gyn, Primary Care, Urology",Urinary Incontinence,revised urinary incontinence scale ruis
3932,Reynolds Risk Score for Cardiovascular Risk in Women/none,https://www.mdcalc.com/calc/3932/reynolds-risk-score-cardiovascular-risk-women,Prognosis,"Cardiology, Family Practice, Internal Medicine","Acute Coronary Syndrome, Stroke / Transient Ischemic Attack (TIA)",reynolds risk score for cardiovascular risk in women
10485,RibScore/none,https://www.mdcalc.com/calc/10485/ribscore,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Pulmonology, Surgery (Cardiothoracic), Surgery (Trauma)","Fracture, Trauma",ribscore
1872,Richmond Agitation-Sedation Scale (RASS),https://www.mdcalc.com/calc/1872/richmond-agitation-sedation-scale-rass,Diagnosis,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Neurology, Psychiatry","Acid-Base Disturbance, Anxiety, Delirium, Dementia, Sepsis",richmond agitation sedation scale rass
1786,RIETE Score for Risk of Hemorrhage in Pulmonary Embolism Treatment,https://www.mdcalc.com/calc/1786/riete-score-risk-hemorrhage-pulmonary-embolism-treatment,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Pulmonology",Pulmonary Embolism,riete score for risk of hemorrhage in pulmonary embolism treatment
10019,RIFLE Criteria for Acute Kidney Injury (AKI),https://www.mdcalc.com/calc/10019/rifle-criteria-acute-kidney-injury-aki,Diagnosis,"Critical Care, Family Practice, Hospitalist Medicine, Internal Medicine, Nephrology, Primary Care","Acute Kidney Injury, Renal Failure",rifle criteria for acute kidney injury aki
3166,RIPASA Score for Acute Appendicitis,https://www.mdcalc.com/calc/3166/ripasa-score-acute-appendicitis,Diagnosis,"Emergency Medicine, Gastroenterology, Surgery (General)",Appendicitis,ripasa score for acute appendicitis
10103,Risk of Malignancy Index (RMI) for Ovarian Cancer,https://www.mdcalc.com/calc/10103/risk-malignancy-index-rmi-ovarian-cancer,Diagnosis,"Hematology and Oncology, Radiation Oncology, Internal Medicine, Hospitalist Medicine, Surgery (General), OB-Gyn",Ovarian Cancer,risk of malignancy index rmi for ovarian cancer
3902,Risk of Paradoxical Embolism (RoPE) Score,https://www.mdcalc.com/calc/3902/risk-paradoxical-embolism-rope-score,Diagnosis,"Cardiology, Neurology",Stroke / Transient Ischemic Attack (TIA),risk of paradoxical embolism rope score
3386,Risk Score for Asthma Exacerbation (RSE)/none,https://www.mdcalc.com/calc/3386/risk-score-asthma-exacerbation-rse,Prognosis,"Allergy and Immunology, Emergency Medicine, Family Practice, Internal Medicine, Pediatrics, Primary Care",Asthma,risk score for asthma exacerbation rse
10209,RiskE Score for Cardiac Surgery in Active Infective Endocarditis,https://www.mdcalc.com/calc/10209/riske-score-cardiac-surgery-active-infective-endocarditis,Prognosis,"Cardiology, Hospitalist Medicine, Infectious Disease, Internal Medicine, Surgery (Cardiothoracic)",Endocarditis,riske score for cardiac surgery in active infective endocarditis
4049,Rochester Criteria for Febrile Infants,https://www.mdcalc.com/calc/4049/rochester-criteria-febrile-infants,"Algorithm, Diagnosis, Prognosis, Rule Out","Critical Care (Neonatal), Emergency Medicine, Family Practice, Pediatrics","Cellulitis/Abscess, Gastroenteritis, Meningitis, Pneumonia",rochester criteria for febrile infants
3642,Rockall Score for Upper GI Bleeding (Complete)/none,https://www.mdcalc.com/calc/3642/rockall-score-upper-gi-bleeding-complete,Prognosis,"Emergency Medicine, Gastroenterology, Internal Medicine, Surgery (General)","Anemia, Gastrointestinal Bleeding",rockall score for upper gi bleeding complete
3643,Rockall Score for Upper GI Bleeding (Pre-Endoscopy),https://www.mdcalc.com/calc/3643/rockall-score-upper-gi-bleeding-pre-endoscopy,Prognosis,"Emergency Medicine, Gastroenterology, Internal Medicine, Surgery (General)","Anemia, Gastrointestinal Bleeding",rockall score for upper gi bleeding pre endoscopy
3281,Rome II Diagnostic Criteria for Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/3281/rome-ii-diagnostic-criteria-irritable-bowel-syndrome-ibs,Diagnosis,"Family Practice, Gastroenterology, Internal Medicine, Primary Care","Anxiety, Irritable Bowel Syndrome",rome ii diagnostic criteria for irritable bowel syndrome ibs
3165,Rome III Diagnostic Criteria for Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/3165/rome-iii-diagnostic-criteria-irritable-bowel-syndrome-ibs,Diagnosis,"Family Practice, Gastroenterology, Internal Medicine, Primary Care","Anxiety, Irritable Bowel Syndrome",rome iii diagnostic criteria for irritable bowel syndrome ibs
10276,Rome IV Diagnosis Criteria for Functional Heartburn/none,https://www.mdcalc.com/calc/10276/rome-iv-diagnosis-criteria-functional-heartburn,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Esophageal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnosis criteria for functional heartburn
10295,Rome IV Diagnostic Criteria for Belching Disorders/none,https://www.mdcalc.com/calc/10295/rome-iv-diagnostic-criteria-belching-disorders,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Gastroduodenal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for belching disorders
10319,Rome IV Diagnostic Criteria for Biliary Pain/none,https://www.mdcalc.com/calc/10319/rome-iv-diagnostic-criteria-biliary-pain,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Gallbladder Disorders, Disorders of Gut-Brain Interaction, Sphincter of Oddi Disorders",rome iv diagnostic criteria for biliary pain
10298,Rome IV Diagnostic Criteria for Cannabinoid Hyperemesis Syndrome (CHS)/none,https://www.mdcalc.com/calc/10298/rome-iv-diagnostic-criteria-cannabinoid-hyperemesis-syndrome-chs,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Gastroduodenal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for cannabinoid hyperemesis syndrome chs
10308,Rome IV Diagnostic Criteria for Centrally Mediated Abdominal Pain Syndrome (CAPS)/none,https://www.mdcalc.com/calc/10308/rome-iv-diagnostic-criteria-centrally-mediated-abdominal-pain-syndrome-caps,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care",Disorders of Gut-Brain Interaction,rome iv diagnostic criteria for centrally mediated abdominal pain syndrome caps
10329,Rome IV Diagnostic Criteria for Child Abdominal Migraine/none,https://www.mdcalc.com/calc/10329/rome-iv-diagnostic-criteria-child-abdominal-migraine,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child abdominal migraine
10327,Rome IV Diagnostic Criteria for Child Aerophagia/none,https://www.mdcalc.com/calc/10327/rome-iv-diagnostic-criteria-child-aerophagia,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child aerophagia
10324,Rome IV Diagnostic Criteria for Child Cyclic Vomiting Syndrome/none,https://www.mdcalc.com/calc/10324/rome-iv-diagnostic-criteria-child-cyclic-vomiting-syndrome-,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child cyclic vomiting syndrome
10330,Rome IV Diagnostic Criteria for Child Functional Abdominal Pain,https://www.mdcalc.com/calc/10330/rome-iv-diagnostic-criteria-child-functional-abdominal-pain,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child functional abdominal pain
10331,Rome IV Diagnostic Criteria for Child Functional Constipation/none,https://www.mdcalc.com/calc/10331/rome-iv-diagnostic-criteria-child-functional-constipation,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child functional constipation
10334,Rome IV Diagnostic Criteria for Child Functional Dyspepsia/none,https://www.mdcalc.com/calc/10334/rome-iv-diagnostic-criteria-child-functional-dyspepsia,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child functional dyspepsia
10325,Rome IV Diagnostic Criteria for Child Functional Nausea and Vomiting/none,https://www.mdcalc.com/calc/10325/rome-iv-diagnostic-criteria-child-functional-nausea-vomiting,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child functional nausea and vomiting
10328,Rome IV Diagnostic Criteria for Child Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/10328/rome-iv-diagnostic-criteria-child-irritable-bowel-syndrome-ibs,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child irritable bowel syndrome ibs
10332,Rome IV Diagnostic Criteria for Child Non-retentive Fecal Incontinence/none,https://www.mdcalc.com/calc/10332/rome-iv-diagnostic-criteria-child-non-retentive-fecal-incontinence,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child non retentive fecal incontinence
10326,Rome IV Diagnostic Criteria for Child Rumination Syndrome/none,https://www.mdcalc.com/calc/10326/rome-iv-diagnostic-criteria-child-rumination-syndrome,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Child/Adolescent Functional GI Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for child rumination syndrome
10296,Rome IV Diagnostic Criteria for Chronic Nausea Vomiting Syndrome (CNVS)/none,https://www.mdcalc.com/calc/10296/rome-iv-diagnostic-criteria-chronic-nausea-vomiting-syndrome-cnvs,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Gastroduodenal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for chronic nausea vomiting syndrome cnvs
10299,Rome IV Diagnostic Criteria for Cyclic Vomiting Syndrome/none,https://www.mdcalc.com/calc/10299/rome-iv-diagnostic-criteria-cyclic-vomiting-syndrome,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Gastroduodenal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for cyclic vomiting syndrome
10310,Rome IV Diagnostic Criteria for Fecal Incontinence/none,https://www.mdcalc.com/calc/10310/rome-iv-diagnostic-criteria-fecal-incontinence,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Functional Anorectal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for fecal incontinence
10272,Rome IV Diagnostic Criteria for Functional Abdominal Bloating/Distension/none,https://www.mdcalc.com/calc/10272/rome-iv-diagnostic-criteria-functional-abdominal-bloating-distension,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care",Disorders of Gut-Brain Interaction,rome iv diagnostic criteria for functional abdominal bloating distension
10322,Rome IV Diagnostic Criteria for Functional Anorectal Pain/none,https://www.mdcalc.com/calc/10322/rome-iv-diagnostic-criteria-functional-anorectal-pain,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Functional Anorectal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for functional anorectal pain
10321,Rome IV Diagnostic Criteria for Functional Biliary Sphincter of Oddi Disorder (SOD)/none,https://www.mdcalc.com/calc/10321/rome-iv-diagnostic-criteria-functional-biliary-sphincter-oddi-disorder-sod,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Gallbladder Disorders, Disorders of Gut-Brain Interaction, Sphincter of Oddi Disorders",rome iv diagnostic criteria for functional biliary sphincter of oddi disorder sod
10275,Rome IV Diagnostic Criteria for Functional Chest Pain/none,https://www.mdcalc.com/calc/10275/rome-iv-diagnostic-criteria-functional-chest-pain,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Esophageal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for functional chest pain
10003,Rome IV Diagnostic Criteria for Functional Constipation/none,https://www.mdcalc.com/calc/10003/rome-iv-diagnostic-criteria-functional-constipation,Diagnosis,"Family Practice, Gastroenterology, Internal Medicine, Primary Care",Disorders of Gut-Brain Interaction,rome iv diagnostic criteria for functional constipation
10335,Rome IV Diagnostic Criteria for Functional Defecation Disorders/none,https://www.mdcalc.com/calc/10335/rome-iv-diagnostic-criteria-functional-defecation-disorders,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Functional Anorectal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for functional defecation disorders
10271,Rome IV Diagnostic Criteria for Functional Diarrhea/none,https://www.mdcalc.com/calc/10271/rome-iv-diagnostic-criteria-functional-diarrhea,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care",Disorders of Gut-Brain Interaction,rome iv diagnostic criteria for functional diarrhea
10002,Rome IV Diagnostic Criteria for Functional Dyspepsia,https://www.mdcalc.com/calc/10002/rome-iv-diagnostic-criteria-functional-dyspepsia,Diagnosis,Gastroenterology,Disorders of Gut-Brain Interaction,rome iv diagnostic criteria for functional dyspepsia
10283,Rome IV Diagnostic Criteria for Functional Dysphagia/none,https://www.mdcalc.com/calc/10283/rome-iv-diagnostic-criteria-functional-dysphagia,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Esophageal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for functional dysphagia
10320,Rome IV Diagnostic Criteria for Functional Gallbladder Disorder/none,https://www.mdcalc.com/calc/10320/rome-iv-diagnostic-criteria-functional-gallbladder-disorder,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Gallbladder Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for functional gallbladder disorder
10312,Rome IV Diagnostic Criteria for Functional Pancreatic Sphincter of Oddi Disorder (SOD)/none,https://www.mdcalc.com/calc/10312/rome-iv-diagnostic-criteria-functional-pancreatic-sphincter-oddi-disorder-sod,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Disorders of Gut-Brain Interaction, Sphincter of Oddi Disorders",rome iv diagnostic criteria for functional pancreatic sphincter of oddi disorder sod
10284,Rome IV Diagnostic Criteria for Globus/none,https://www.mdcalc.com/calc/10284/rome-iv-diagnostic-criteria-globus,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Esophageal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for globus
10316,Rome IV Diagnostic Criteria for Infant Colic/none,https://www.mdcalc.com/calc/10316/rome-iv-diagnostic-criteria-infant-colic,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Disorders of Gut-Brain Interaction, Neonate/Toddler Functional GI Disorders",rome iv diagnostic criteria for infant colic
10314,Rome IV Diagnostic Criteria for Infant Dyschezia/none,https://www.mdcalc.com/calc/10314/rome-iv-diagnostic-criteria-infant-dyschezia,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Disorders of Gut-Brain Interaction, Neonate/Toddler Functional GI Disorders",rome iv diagnostic criteria for infant dyschezia
10311,Rome IV Diagnostic Criteria for Infant Functional Constipation/none,https://www.mdcalc.com/calc/10311/rome-iv-diagnostic-criteria-infant-functional-constipation,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Disorders of Gut-Brain Interaction, Neonate/Toddler Functional GI Disorders",rome iv diagnostic criteria for infant functional constipation
10315,Rome IV Diagnostic Criteria for Infant Functional Diarrhea/none,https://www.mdcalc.com/calc/10315/rome-iv-diagnostic-criteria-infant-functional-diarrhea,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Disorders of Gut-Brain Interaction, Neonate/Toddler Functional GI Disorders",rome iv diagnostic criteria for infant functional diarrhea
10309,Rome IV Diagnostic Criteria for Infant Regurgitation/none,https://www.mdcalc.com/calc/10309/rome-iv-diagnostic-criteria-infant-regurgitation,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Disorders of Gut-Brain Interaction, Neonate/Toddler Functional GI Disorders",rome iv diagnostic criteria for infant regurgitation
4007,Rome IV Diagnostic Criteria for Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/4007/rome-iv-diagnostic-criteria-irritable-bowel-syndrome-ibs,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Psychiatry","Anxiety, Disorders of Gut-Brain Interaction, Irritable Bowel Syndrome",rome iv diagnostic criteria for irritable bowel syndrome ibs
10313,Rome IV Diagnostic Criteria for Narcotic Bowel Syndrome /none,https://www.mdcalc.com/calc/10313/rome-iv-diagnostic-criteria-narcotic-bowel-syndrome-,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care",Disorders of Gut-Brain Interaction,rome iv diagnostic criteria for narcotic bowel syndrome
10274,Rome IV Diagnostic Criteria for Opioid-Induced Constipation/none,https://www.mdcalc.com/calc/10274/rome-iv-diagnostic-criteria-opioid-induced-constipation,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care",Disorders of Gut-Brain Interaction,rome iv diagnostic criteria for opioid induced constipation
10323,Rome IV Diagnostic Criteria for Proctalgia Fugax/none,https://www.mdcalc.com/calc/10323/rome-iv-diagnostic-criteria-proctalgia-fugax,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Functional Anorectal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for proctalgia fugax
10277,Rome IV Diagnostic Criteria for Reflux Hypersensitivity/none,https://www.mdcalc.com/calc/10277/rome-iv-diagnostic-criteria-reflux-hypersensitivity,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Esophageal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for reflux hypersensitivity
10292,Rome IV Diagnostic Criteria for Rumination Syndrome/none,https://www.mdcalc.com/calc/10292/rome-iv-diagnostic-criteria-rumination-syndrome,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care","Gastroduodenal Disorders, Disorders of Gut-Brain Interaction",rome iv diagnostic criteria for rumination syndrome
10273,Rome IV Diagnostic Criteria for Unspecified Functional Bowel Disorder/none,https://www.mdcalc.com/calc/10273/rome-iv-diagnostic-criteria-unspecified-functional-bowel-disorder,Diagnosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care",Disorders of Gut-Brain Interaction,rome iv diagnostic criteria for unspecified functional bowel disorder
3949,ROSE (Risk Stratification of Syncope in the Emergency Department) Rule,https://www.mdcalc.com/calc/3949/rose-risk-stratification-syncope-emergency-department-rule,"Diagnosis, Prognosis","Cardiology, Emergency Medicine, Neurology","Acute Coronary Syndrome, Atrial Fibrillation, Stroke / Transient Ischemic Attack (TIA)",rose risk stratification of syncope in the emergency department rule
10288,Roth Score for Hypoxia Screening,https://www.mdcalc.com/calc/10288/roth-score-hypoxia-screening,Diagnosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Coronavirus, Respiratory Failure",roth score for hypoxia screening
10616,Rotterdam Hip Fracture Mortality Prediction-30 Days (RHMP-30)/none,https://www.mdcalc.com/calc/10616/rotterdam-hip-fracture-mortality-prediction-30-days-rhmp-30,Prognosis,"Emergency Medicine, Geriatrics, Hospitalist Medicine, Internal Medicine, Orthopedics",Fracture,rotterdam hip fracture mortality prediction 30 days rhmp 30
10302,ROX Index for Intubation after HFNC,https://www.mdcalc.com/calc/10302/rox-index-intubation-hfnc,Prognosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Coronary Artery Disease, Coronavirus, Respiratory Failure",rox index for intubation after hfnc
3988,Rule of 7s for Lyme Meningitis,https://www.mdcalc.com/calc/3988/rule-7s-lyme-meningitis,"Diagnosis, Rule Out","Emergency Medicine, Family Practice, Infectious Disease, Internal Medicine, Pediatric Subspecialty, Pediatrics",Meningitis,rule of 7s for lyme meningitis
10568,Rule of Nines/none,https://www.mdcalc.com/calc/10568/rule-nines,Prognosis,"Critical Care, Dermatology, Emergency Medicine, Family Practice, Hospitalist Medicine, Primary Care, Surgery (Plastic)","Burns, Trauma",rule of nines
10345,Salivary Gland Cancer Model for Survival +/- Postoperative Radiotherapy (PORT)/none,https://www.mdcalc.com/calc/10345/salivary-gland-cancer-model-survival-postoperative-radiotherapy-port,Prognosis,"Hematology and Oncology, Otolaryngology, Radiation Oncology","Cancer, Salivary Gland Cancer",salivary gland cancer model for survival postoperative radiotherapy port
93,San Francisco Syncope Rule,https://www.mdcalc.com/calc/93/san-francisco-syncope-rule,"Prognosis, Rule Out","Cardiology, Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Neurology, Primary Care","Acute Coronary Syndrome, Arrhythmia",san francisco syncope rule
10144,SAVE (Survival after Veno-Arterial ECMO) Score/none,https://www.mdcalc.com/calc/10144/save-survival-veno-arterial-ecmo-score,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (Cardiothoracic)",Acute Coronary Syndrome,save survival after veno arterial ecmo score
3977,Schwab and England Activities of Daily Living (ADL) Scale/none,https://www.mdcalc.com/calc/3977/schwab-england-activities-daily-living-adl-scale,Prognosis,Neurology,Parkinson's Disease,schwab and england activities of daily living adl scale
10650,Scoring Mastocytosis (SCORMA) Index/none,https://www.mdcalc.com/calc/10650/scoring-mastocytosis-scorma-index,Prognosis,"Allergy and Immunology, Dermatology, Family Practice, Hematology and Oncology, Internal Medicine, Pediatric Subspecialty, Pediatrics, Primary Care","Urticaria, Cutaneous Mastocytosis, Systemic Mastocytosis, Anaphylaxis",scoring mastocytosis scorma index
