catalog_id,catalog_name,catalog_url,catalog_purpose,catalog_specialty,catalog_disease,match_name
3950,OESIL Score for Syncope,https://www.mdcalc.com/calc/3950/oesil-score-syncope,"Diagnosis, Prognosis","Cardiology, Emergency Medicine, Neurology","Acute Coronary Syndrome, Atrial Fibrillation, Stroke / Transient Ischemic Attack (TIA)",oesil score for syncope
10418,Ongoing Violence Assessment Tool (OVAT),https://www.mdcalc.com/calc/10418/ongoing-violence-assessment-tool-ovat,Prognosis,"Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, OB-Gyn",Public Health,ongoing violence assessment tool ovat
3947,Opiate Conversion Calculator/none,https://www.mdcalc.com/calc/3947/opiate-conversion-calculator,Formula,"Anesthesiology, Internal Medicine, Oral and Maxillofacial Surgery, Pain Management, Pharmacy, Surgery (Cardiothoracic), Surgery (General), Surgery (Plastic), Surgery (Trauma), Surgery (Vascular)","Acute Pain, Chronic Pain",opiate conversion calculator
1757,Opioid Risk Tool (ORT) for Narcotic Abuse/none,https://www.mdcalc.com/calc/1757/opioid-risk-tool-ort-narcotic-abuse,Prognosis,"Emergency Medicine, Family Practice, Internal Medicine, Pain Management, Primary Care, Psychiatry, Toxicology",Chronic Pain,opioid risk tool ort for narcotic abuse
10227,ORBIT Bleeding Risk Score for Atrial Fibrillation,https://www.mdcalc.com/calc/10227/orbit-bleeding-risk-score-atrial-fibrillation,"Prognosis, Treatment","Cardiology, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine","Atrial Fibrillation, Stroke / Transient Ischemic Attack (TIA)",orbit bleeding risk score for atrial fibrillation
10542,Osteoporosis Index of Risk (OSIRIS),https://www.mdcalc.com/calc/10542/osteoporosis-index-risk-osiris,Prognosis,"Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care","Fracture, Osteoporosis",osteoporosis index of risk osiris
10541,Osteoporosis Risk Assessment Instrument (ORAI),https://www.mdcalc.com/calc/10541/osteoporosis-risk-assessment-instrument-orai,Prognosis,"Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care","Fracture, Osteoporosis",osteoporosis risk assessment instrument orai
10543,Osteoporosis Self Assessment Tool (OST)/none,https://www.mdcalc.com/calc/10543/osteoporosis-self-assessment-tool-ost,Prognosis,"Emergency Medicine, Endocrinology, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care","Fracture, Osteoporosis",osteoporosis self assessment tool ost
1670,Ottawa Ankle Rule,https://www.mdcalc.com/calc/1670/ottawa-ankle-rule,Diagnosis,"Emergency Medicine, Family Practice, Internal Medicine, Orthopedics, Primary Care, Rehabilitation Medicine","Fracture, Sprain/Strain, Trauma",ottawa ankle rule
10188,Ottawa COPD Risk Scale,https://www.mdcalc.com/calc/10188/ottawa-copd-risk-scale,Prognosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Pulmonology","Asthma, Chronic Obstructive Pulmonary Disease",ottawa copd risk scale
3994,Ottawa Heart Failure Risk Scale (OHFRS),https://www.mdcalc.com/calc/3994/ottawa-heart-failure-risk-scale-ohfrs,Diagnosis,"Cardiology, Emergency Medicine, Family Practice, Internal Medicine, Primary Care",Heart Failure,ottawa heart failure risk scale ohfrs
368,Ottawa Knee Rule,https://www.mdcalc.com/calc/368/ottawa-knee-rule,"Diagnosis, Rule Out","Emergency Medicine, Family Practice, Internal Medicine, Orthopedics, Primary Care, Surgery (Trauma)","Fracture, Sprain/Strain, Trauma",ottawa knee rule
3875,Ottawa Subarachnoid Hemorrhage (SAH) Rule for Headache Evaluation,https://www.mdcalc.com/calc/3875/ottawa-subarachnoid-hemorrhage-sah-rule-for-headache-evaluation,Rule Out,"Critical Care (Neurologic), Emergency Medicine, Neurology, Neurosurgery",Subarachnoid Hemorrhage,ottawa subarachnoid hemorrhage sah rule for headache evaluation
10242,Overall Neuropathy Limitations Scale (ONLS)/none,https://www.mdcalc.com/calc/10242/overall-neuropathy-limitations-scale-onls,Diagnosis,"Hospitalist Medicine, Internal Medicine, Neurology",Neuropathy,overall neuropathy limitations scale onls
80,Oxygenation Index,https://www.mdcalc.com/calc/80/oxygenation-index,"Prognosis, Treatment","Critical Care, Critical Care (Neurologic), Critical Care (Pediatric), Emergency Medicine, Hospitalist Medicine, Pediatrics, Pulmonology",Respiratory Failure,oxygenation index
10187,Pack Years Calculator/none,https://www.mdcalc.com/calc/10187/pack-years-calculator,"Prognosis, Formula","Emergency Medicine, Family Practice, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pulmonology",Drug/Alcohol Use,pack years calculator
2023,Padua Prediction Score for Risk of VTE,https://www.mdcalc.com/calc/2023/padua-prediction-score-risk-vte,Treatment,"Cardiology, Critical Care, Hospitalist Medicine","Deep Venous Thrombosis, Pulmonary Embolism",padua prediction score for risk of vte
3701,Pain Assessment in Advanced Dementia Scale (PAINAD),https://www.mdcalc.com/calc/3701/pain-assessment-advanced-dementia-scale-painad,Prognosis,"Emergency Medicine, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Neurology, Pain Management, Palliative Care/Hospice, Primary Care",Dementia,pain assessment in advanced dementia scale painad
10405,"Pain, Enjoyment of Life and General Activity (PEG) Scale",https://www.mdcalc.com/calc/10405/pain-enjoyment-life-general-activity-peg-scale,Prognosis,Pain Management,Chronic Pain,pain enjoyment of life and general activity peg scale
3955,Palchak (UC Davis) Rule for Pediatric Head Trauma,https://www.mdcalc.com/calc/3955/palchak-uc-davis-rule-pediatric-head-trauma,"Diagnosis, Rule Out","Critical Care (Neurologic), Critical Care (Pediatric), Emergency Medicine, Neurology, Neurosurgery, Pediatrics, Radiology",Trauma,palchak uc davis rule for pediatric head trauma
10194,Pancreatic Fistula Risk Score,https://www.mdcalc.com/calc/10194/pancreatic-fistula-risk-score,Prognosis,"Gastroenterology, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Surgery (General)",Pancreatitis,pancreatic fistula risk score
10081,Paradise Criteria for Tonsillectomy in Children/none,https://www.mdcalc.com/calc/10081/paradise-criteria-tonsillectomy-children,"Prognosis, Treatment","Oral and Maxillofacial Surgery, Otolaryngology, Pediatrics",Pharyngitis,paradise criteria for tonsillectomy in children
83,Parkland Formula for Burns/none,https://www.mdcalc.com/calc/83/parkland-formula-burns,Treatment,"Critical Care, Critical Care (Pediatric), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (General), Surgery (Trauma)","Burns, Trauma",parkland formula for burns
10127,Patient Activity Scale (PAS) for RA/none,https://www.mdcalc.com/calc/10127/patient-activity-scale-pas-ra,Prognosis,"Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care, Rheumatology",Rheumatoid Arthritis,patient activity scale pas for ra
10128,Patient Activity Scale II (PAS II) for RA/none,https://www.mdcalc.com/calc/10128/patient-activity-scale-ii-pas-ii-ra,Prognosis,"Hospitalist Medicine, Internal Medicine, Orthopedics, Primary Care, Rheumatology",Rheumatoid Arthritis,patient activity scale ii pas ii for ra
10552,PECARN Cervical Spine Injury Prediction Rule,https://www.mdcalc.com/calc/10552/pecarn-cervical-spine-injury-prediction-rule,"Algorithm, Prognosis","Emergency Medicine, Family Practice, Orthopedics, Pediatrics, Primary Care, Radiology","Acute Pain, Fracture, Trauma, Spinal Injury",pecarn cervical spine injury prediction rule
589,PECARN Pediatric Head Injury/Trauma Algorithm,https://www.mdcalc.com/calc/589/pecarn-pediatric-head-injury-trauma-algorithm,"Algorithm, Rule Out","Emergency Medicine, Family Practice, Neurology, Pediatrics, Primary Care, Surgery (General), Surgery (Trauma)",Trauma,pecarn pediatric head injury trauma algorithm
3971,PECARN Pediatric Intra-Abdominal Injury (IAI) Algorithm,https://www.mdcalc.com/calc/3971/pecarn-pediatric-intra-abdominal-injury-iai-algorithm,Rule Out,"Critical Care (Pediatric), Emergency Medicine, Pediatric Subspecialty, Pediatrics, Surgery (Trauma)","Acute Pain, Fracture, Trauma",pecarn pediatric intra abdominal injury iai algorithm
10204,PECARN Rule for Low Risk Febrile Infants 8-60 Days Old,https://www.mdcalc.com/calc/10204/pecarn-rule-low-risk-febrile-infants-29-60-days-old,Prognosis,"Critical Care (Neonatal), Family Practice, Hospitalist Medicine, Internal Medicine, Pediatrics, Primary Care",Bacterial Infections,pecarn rule for low risk febrile infants 8 60 days old
10201,Pediatric Appendicitis Risk Calculator (pARC),https://www.mdcalc.com/calc/10201/pediatric-appendicitis-risk-calculator-parc,Prognosis,"Critical Care (Pediatric), Emergency Medicine, Gastroenterology, Hospitalist Medicine, Internal Medicine, Pediatrics, Surgery (General)",Appendicitis,pediatric appendicitis risk calculator parc
3926,Pediatric Appendicitis Score (PAS),https://www.mdcalc.com/calc/3926/pediatric-appendicitis-score-pas,"Diagnosis, Rule Out","Emergency Medicine, Family Practice, Pediatrics, Surgery (General)",Appendicitis,pediatric appendicitis score pas
3935,Pediatric Asthma Score (PAS)/none,https://www.mdcalc.com/calc/3935/pediatric-asthma-score-pas,Diagnosis,"Allergy and Immunology, Critical Care, Emergency Medicine, Pediatrics, Pulmonology",Asthma,pediatric asthma score pas
3383,Pediatric Asthma Severity Score (PASS) for Asthma Exacerbation Severity/none,https://www.mdcalc.com/calc/3383/pediatric-asthma-severity-score-pass-asthma-exacerbation-severity,Prognosis,"Allergy and Immunology, Emergency Medicine, Family Practice, Internal Medicine, Pediatrics, Pulmonology",Asthma,pediatric asthma severity score pass for asthma exacerbation severity
3907,Pediatric Crohn’s Disease Activity Index (PCDAI)/none,https://www.mdcalc.com/calc/3907/pediatric-crohns-disease-activity-index-pcdai,Prognosis,"Family Practice, Gastroenterology, Pediatrics","Crohn's Disease, Inflammatory Bowel Disease",pediatric crohn s disease activity index pcdai
3901,Pediatric Early Warning Score (PEWS)/none,https://www.mdcalc.com/calc/3901/pediatric-early-warning-score-pews,Prognosis,"Cardiology, Critical Care, Critical Care (Pediatric), Emergency Medicine, Pediatrics, Pulmonology","Acute Coronary Syndrome, Hyperglycemia, Hypernatremia, Respiratory Failure",pediatric early warning score pews
58,Pediatric Endotracheal Tube (ETT) Size/none,https://www.mdcalc.com/calc/58/pediatric-endotracheal-tube-ett-size,Formula,"Critical Care, Critical Care (Neonatal), Critical Care (Pediatric), Emergency Medicine, Pediatrics, Pulmonology, Surgery (General)","Coronavirus, Pneumonia, Respiratory Failure",pediatric endotracheal tube ett size
10615,Pediatric Fibrosis Score-Continuous (pFIB-c),https://www.mdcalc.com/calc/10615/pediatric-fibrosis-score-continuous-pFIB-c,Prognosis,"Gastroenterology, Hepatology, Hospitalist Medicine, Internal Medicine, Pediatric Subspecialty, Pediatrics, Primary Care",Chronic Liver Disease,pediatric fibrosis score continuous pfib c
3702,Pediatric Glasgow Coma Scale (pGCS)/none,https://www.mdcalc.com/calc/3702/pediatric-glasgow-coma-scale-pgcs,Diagnosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Neurology, Pediatrics, Surgery (Trauma), Toxicology","Ingestion/Overdose, Meningitis, Trauma",pediatric glasgow coma scale pgcs
85,Pediatric Ins and Outs/none,https://www.mdcalc.com/calc/85/pediatric-ins-outs,Formula,"Critical Care, Critical Care (Neonatal), Critical Care (Pediatric), Emergency Medicine, Nephrology, Pediatric Subspecialty, Pediatrics, Pulmonology","Dehydration, Gastroenteritis, Sepsis",pediatric ins and outs
10078,Pediatric NEXUS II Head CT Decision Instrument for Blunt Trauma,https://www.mdcalc.com/calc/10078/pediatric-nexus-ii-head-ct-decision-instrument-blunt-trauma,Treatment,"Critical Care, Critical Care (Neurologic), Critical Care (Pediatric), Emergency Medicine, Neurology, Pediatrics, Radiology, Surgery (Trauma)",Trauma,pediatric nexus ii head ct decision instrument for blunt trauma
10270,Pediatric NIH Stroke Scale (NIHSS)/none,https://www.mdcalc.com/calc/10270/pediatric-nih-stroke-scale-nihss,Diagnosis,"Emergency Medicine, Family Practice, Neurology, Pediatric Subspecialty, Pediatrics",Stroke / Transient Ischemic Attack (TIA),pediatric nih stroke scale nihss
3384,Pediatric Respiratory Assessment Measure (PRAM) for Asthma Exacerbation Severity,https://www.mdcalc.com/calc/3384/pediatric-respiratory-assessment-measure-pram-asthma-exacerbation-severity,Prognosis,"Allergy and Immunology, Critical Care, Critical Care (Pediatric), Emergency Medicine, Family Practice, Internal Medicine, Pediatrics, Primary Care",Asthma,pediatric respiratory assessment measure pram for asthma exacerbation severity
1977,"Pediatric SIRS, Sepsis, and Septic Shock Criteria/none",https://www.mdcalc.com/calc/1977/pediatric-sirs-sepsis-septic-shock-criteria,Diagnosis,"Critical Care, Critical Care (Neonatal), Critical Care (Pediatric), Emergency Medicine, Infectious Disease, Internal Medicine, Pediatric Subspecialty, Pediatrics",Sepsis,pediatric sirs sepsis and septic shock criteria
4035,Pediatric Trauma BIG Score,https://www.mdcalc.com/calc/4035/pediatric-trauma-big-score,"Prognosis, Treatment","Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Surgery (Trauma)",Trauma,pediatric trauma big score
10185,Pediatric Trauma Score (PTS)/none,https://www.mdcalc.com/calc/10185/pediatric-trauma-score-pts,Prognosis,"Critical Care, Critical Care (Pediatric), Emergency Medicine, Pediatric Subspecialty, Pediatrics, Surgery (Trauma)",Trauma,pediatric trauma score pts
3933,Pediatric Ulcerative Colitis Activity Index (PUCAI)/none,https://www.mdcalc.com/calc/3933/pediatric-ulcerative-colitis-activity-index-pucai,Diagnosis,"Gastroenterology, Hospitalist Medicine, Internal Medicine, Pediatrics","Colitis, Inflammatory Bowel Disease, Gastrointestinal Bleeding, Ulcerative Colitis",pediatric ulcerative colitis activity index pucai
10059,PEDIS Score for Diabetic Foot Ulcers,https://www.mdcalc.com/calc/10059/pedis-score-diabetic-foot-ulcers,Prognosis,"Dermatology, Endocrinology, Hospitalist Medicine, Infectious Disease, Internal Medicine, Podiatry, Surgery (General)","Cellulitis/Abscess, Diabetes Mellitus, Neuropathy",pedis score for diabetic foot ulcers
3144,PEDOCS Score for Pediatric Emergency Department Overcrowding/none,https://www.mdcalc.com/calc/3144/pedocs-score-pediatric-emergency-department-overcrowding,Algorithm,"Administration, Emergency Medicine, Pediatrics",Public Health,pedocs score for pediatric emergency department overcrowding
10507,PELD Cr (Pediatric End-Stage Liver Disease)/none,https://www.mdcalc.com/calc/10507/peld-cr,Prognosis,"Critical Care, Critical Care (Pediatric), Emergency Medicine, Gastroenterology, Hepatology, Pediatrics","Chronic Liver Disease, Hepatitis",peld cr pediatric end stage liver disease
87,PELD Score (Pediatric End-Stage Liver Disease) (younger than 12)/none,https://www.mdcalc.com/calc/87/peld-score-pediatric-end-stage-liver-disease-younger-12,Prognosis,"Critical Care, Critical Care (Pediatric), Emergency Medicine, Gastroenterology, Hematology and Oncology, Hepatology, Pediatric Subspecialty, Pediatrics, Surgery (General)","Chronic Liver Disease, Hepatitis",peld score pediatric end stage liver disease younger than 12
10422,Penicillin Allergy Decision Rule (PEN-FAST),https://www.mdcalc.com/calc/10422/penicillin-allergy-decision-rule-pen-fast,Prognosis,"Allergy and Immunology, Dermatology",Allergy,penicillin allergy decision rule pen fast
347,PERC Rule for Pulmonary Embolism,https://www.mdcalc.com/calc/347/perc-rule-pulmonary-embolism,"Diagnosis, Rule Out","Cardiology, Critical Care, Emergency Medicine, Family Practice, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Primary Care, Pulmonology, Surgery (General)","Deep Venous Thrombosis, Pulmonary Embolism",perc rule for pulmonary embolism
